,isIP,is@,isRedirect,haveDash,SubDomain,LongURL,TinyURL,Label
201,0,0,0,0,0,0,0,0
202,0,0,0,0,1,1,0,1
203,0,0,0,0,1,1,1,1
204,0,0,0,0,0,0,0,0
205,0,0,0,1,0,0,0,1
206,0,0,0,1,1,1,0,1
207,0,0,0,0,0,0,0,1
208,0,0,0,0,1,0,0,0
209,0,0,0,0,1,1,0,1
210,0,0,0,0,1,0,0,1
211,0,0,0,0,0,0,0,1
212,0,0,0,0,0,1,0,1
213,0,0,0,0,1,0,0,0
214,0,0,0,0,1,0,0,0
215,0,0,0,1,1,0,0,1
216,0,0,0,0,1,0,0,1
217,0,0,0,0,0,0,0,0
218,0,0,0,0,0,0,0,1
219,0,0,0,0,0,1,0,1
220,0,0,0,0,1,0,0,0
221,0,0,0,0,0,0,0,0
222,0,0,0,0,1,1,0,0
223,0,0,0,0,0,0,0,0
224,0,0,0,1,1,0,0,1
225,0,0,0,0,1,1,0,0
226,0,0,0,0,0,0,0,0
227,0,0,0,0,0,0,0,0
228,0,0,0,0,0,0,0,0
229,0,0,0,0,0,1,0,1
230,0,0,0,0,0,1,0,1
231,0,0,0,0,1,0,1,0
232,0,0,0,0,1,1,0,1
233,0,0,0,0,1,0,1,0
234,0,0,0,1,1,0,0,1
235,0,0,0,0,0,1,0,1
236,0,0,0,0,0,0,0,0
237,0,0,0,1,1,1,0,1
238,0,0,0,0,0,0,0,0
239,0,0,0,0,0,0,0,1
240,0,0,0,0,1,1,0,1
241,0,0,0,0,0,0,0,1
242,0,0,0,1,1,1,0,0
243,0,0,0,0,1,1,0,1
244,0,0,0,1,0,0,1,1
245,0,0,0,0,1,0,0,0
246,0,0,0,0,1,0,0,1
247,0,0,0,0,1,0,0,0
248,0,0,0,0,0,1,0,1
249,0,0,0,1,1,1,1,1
250,0,0,0,0,1,1,0,1
251,0,0,0,0,0,0,0,0
252,0,0,0,0,1,1,0,1
253,0,0,0,1,1,1,0,1
254,0,0,0,1,0,0,0,1
255,0,0,0,0,1,0,0,0
256,0,0,0,0,0,1,0,1
257,0,0,0,0,1,0,0,0
258,0,0,0,0,1,0,0,0
259,0,0,0,0,0,0,0,0
260,0,0,0,0,0,1,0,1
261,0,0,0,0,0,0,0,0
262,0,0,0,0,0,1,0,0
263,0,0,0,0,1,0,0,0
264,0,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0,1
266,0,0,0,1,1,1,1,1
267,0,0,0,0,1,1,0,1
268,0,0,0,0,1,0,0,0
269,0,0,0,0,0,1,0,0
270,0,0,0,0,0,0,0,1
271,0,0,0,0,0,1,0,1
272,0,0,0,1,1,0,0,1
273,0,0,0,0,1,0,0,0
274,0,0,0,0,0,0,0,1
275,0,0,0,0,0,0,0,1
276,0,0,0,0,0,0,0,0
277,0,0,0,0,1,0,0,0
278,0,0,0,0,1,0,0,0
279,0,0,0,0,1,0,0,0
280,0,0,0,0,1,1,0,1
281,0,0,0,1,0,0,0,0
282,0,0,0,0,1,0,0,0
283,0,0,0,0,0,0,0,1
284,0,0,0,0,1,1,0,1
285,0,0,0,0,0,0,0,1
286,0,0,0,0,0,1,0,1
287,0,0,0,0,0,0,0,0
288,0,0,0,0,1,0,0,1
289,0,0,0,1,1,1,0,1
290,0,0,0,0,0,1,0,1
291,0,0,0,0,0,0,0,0
292,0,0,0,0,1,1,1,0
293,0,0,0,0,1,1,0,0
294,0,0,0,1,1,0,0,1
295,0,0,0,0,0,1,0,0
296,0,0,0,0,1,0,1,0
297,0,0,0,0,1,0,0,0
298,0,0,0,0,0,1,0,0
299,0,0,0,0,0,1,0,1
300,0,0,0,0,1,1,0,1
301,0,0,0,0,1,1,0,1
302,0,0,0,0,0,0,0,1
303,0,0,0,0,1,0,0,0
304,0,0,0,1,0,0,0,0
305,0,0,0,1,0,1,0,1
306,0,0,0,0,0,0,1,0
307,0,0,0,0,1,0,0,0
308,0,0,0,0,1,0,0,0
309,0,0,0,0,1,1,1,1
310,0,0,0,0,0,1,0,0
311,0,0,0,1,1,1,0,1
312,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,1
314,0,0,0,1,1,1,0,1
315,0,0,0,0,0,0,0,0
316,0,0,0,0,0,1,0,1
317,0,0,0,0,0,0,0,0
318,0,0,0,0,1,0,1,1
319,0,0,0,0,1,1,0,1
320,0,0,0,0,1,0,0,0
321,0,0,0,0,1,1,0,1
322,0,0,0,0,1,0,0,1
323,0,0,0,0,1,0,0,1
324,0,0,0,0,0,1,0,0
325,0,0,0,1,0,0,0,0
326,0,0,0,0,0,0,1,0
327,0,0,0,1,0,0,0,1
328,0,0,0,0,1,0,0,0
329,0,0,0,0,0,0,0,0
330,0,0,0,0,1,0,0,1
331,0,0,0,0,0,0,0,0
332,0,0,0,0,1,0,0,0
333,0,0,0,0,0,0,0,0
334,0,0,0,0,1,0,0,1
335,0,0,0,0,1,1,0,1
336,0,0,0,0,1,1,1,1
337,0,0,0,1,1,0,0,0
338,0,0,0,0,1,1,0,0
339,0,0,0,0,0,0,0,1
340,0,0,0,0,0,1,0,1
341,0,0,0,0,1,1,0,0
342,0,1,0,0,1,1,1,1
343,0,0,0,0,1,0,0,1
344,0,0,0,0,1,0,0,0
345,0,0,0,0,0,0,0,0
346,0,0,0,0,0,0,0,0
347,0,0,0,1,0,0,0,0
348,0,0,0,0,0,0,0,1
349,0,0,0,0,0,0,0,1
350,0,0,0,0,1,1,0,1
351,0,0,0,0,0,0,0,0
352,0,0,0,0,1,0,0,1
353,0,0,0,0,1,1,0,1
354,0,0,0,0,1,0,0,0
355,0,0,0,1,1,0,0,1
356,0,0,0,0,0,1,0,1
357,0,0,0,0,0,0,0,0
358,0,0,0,0,1,1,0,1
359,0,0,0,0,1,0,0,0
360,0,0,0,1,0,0,0,0
361,0,0,0,0,1,1,0,1
362,0,0,0,0,0,1,0,0
363,0,0,0,0,0,0,0,0
364,0,0,0,0,0,0,0,0
365,0,0,0,0,0,0,0,0
366,0,0,0,0,0,0,0,0
367,0,0,0,0,1,0,0,0
368,0,0,0,0,0,0,0,0
369,0,0,0,0,0,0,0,1
370,0,0,0,0,1,0,0,0
371,0,0,0,0,1,1,0,1
372,0,0,0,0,1,0,0,1
373,0,0,0,0,0,0,0,0
374,0,0,0,0,1,1,0,1
375,0,0,0,1,1,1,0,1
376,0,0,0,0,0,0,0,0
377,0,0,0,0,0,0,0,0
378,0,0,0,0,1,0,0,0
379,0,0,0,0,0,1,1,1
380,0,0,0,1,1,0,0,0
381,0,0,0,0,1,0,0,0
382,0,0,0,0,0,0,0,1
383,0,0,0,1,1,1,1,1
384,0,0,0,0,0,0,0,0
385,0,0,0,1,1,1,0,1
386,0,0,0,1,1,0,0,0
387,0,0,0,1,1,1,0,1
388,0,0,0,0,0,0,0,0
389,0,0,0,0,1,1,0,1
390,0,0,0,0,0,0,0,0
391,0,0,0,1,1,0,0,0
392,0,0,1,0,0,1,0,1
393,0,0,0,0,0,0,0,0
394,0,0,0,0,1,0,0,1
395,0,0,0,0,0,0,0,0
396,0,0,0,0,1,1,0,1
397,0,0,0,0,1,1,0,1
398,0,0,0,0,0,0,0,0
399,0,0,0,0,1,1,0,1
400,0,0,0,0,0,0,0,0
401,0,0,0,0,1,0,1,1
402,0,0,0,0,0,0,0,0
403,0,0,0,0,1,0,0,1
404,0,0,0,0,1,1,0,1
405,0,0,0,0,0,0,0,0
406,0,0,0,0,1,0,0,0
407,0,0,0,0,0,1,0,1
408,0,0,0,0,1,0,0,1
409,0,0,0,0,0,0,0,0
410,0,0,0,0,1,1,0,1
411,0,0,0,0,1,0,0,0
412,0,0,0,0,1,0,1,0
413,0,0,0,0,0,0,0,0
414,0,0,0,0,0,1,0,1
415,0,0,0,1,1,1,0,1
416,0,0,0,0,1,0,0,0
417,0,1,0,1,0,1,0,0
418,0,0,0,0,0,0,0,1
419,0,0,0,0,0,0,0,0
420,0,0,0,0,0,1,0,1
421,0,0,0,0,0,0,0,0
422,0,0,0,0,0,0,0,0
423,0,0,0,0,0,1,0,1
424,0,0,0,0,1,0,0,0
425,0,0,0,0,1,0,1,1
426,0,0,0,0,0,0,0,0
427,0,0,0,1,1,1,0,1
428,0,0,0,0,0,0,0,0
429,0,0,0,0,1,0,0,1
430,0,0,0,0,0,0,0,1
431,0,0,0,0,1,0,0,0
432,0,0,0,0,1,0,0,0
433,0,0,0,0,0,0,0,0
434,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,0
436,0,0,0,0,0,0,0,0
437,0,0,0,0,1,0,0,0
438,0,0,0,0,0,0,0,0
439,0,0,0,0,1,1,0,0
440,0,0,0,0,0,0,0,0
441,0,0,0,1,0,0,0,0
442,0,0,0,0,1,0,0,0
443,0,0,0,0,1,0,0,1
444,0,0,0,0,1,0,0,0
445,0,0,0,0,0,0,0,0
446,0,0,0,0,0,0,0,1
447,0,0,0,1,0,0,0,1
448,0,0,0,1,0,0,0,0
449,0,0,0,0,1,1,0,1
450,0,0,0,0,1,0,0,1
451,0,0,0,0,0,0,0,1
452,0,0,0,0,1,1,0,1
453,0,0,0,0,1,1,0,1
454,0,0,0,1,1,1,0,1
455,0,0,0,0,1,1,0,0
456,0,0,0,0,1,0,0,0
457,0,0,0,0,0,1,0,0
458,0,0,0,0,1,0,0,0
459,0,0,0,0,0,0,0,0
460,0,0,0,0,1,0,0,0
461,0,0,0,0,1,0,0,0
462,0,0,0,0,0,0,0,1
463,0,0,0,0,1,0,0,1
464,0,0,0,0,0,0,0,0
465,0,0,0,0,1,1,0,1
466,0,0,0,1,1,1,0,1
467,0,0,0,0,0,0,0,0
468,0,0,0,0,0,0,0,0
469,0,0,0,0,0,0,0,1
470,0,0,0,0,0,1,0,1
471,0,0,0,0,0,0,0,0
472,0,0,0,0,1,0,0,0
473,0,0,0,0,0,0,0,0
474,0,0,0,1,0,0,0,0
475,0,0,0,0,0,0,0,1
476,0,0,0,0,1,1,0,1
477,0,0,0,0,0,0,0,0
478,0,0,0,0,1,1,0,1
479,0,0,0,0,0,0,0,0
480,0,0,0,0,0,0,0,1
481,0,0,0,0,0,0,1,0
482,0,0,0,0,0,0,0,1
483,0,0,0,0,0,0,0,0
484,0,0,0,0,0,0,0,0
485,0,0,0,0,1,1,0,0
486,0,0,0,0,1,0,0,0
487,0,0,0,0,1,1,0,1
488,0,0,0,0,0,0,0,0
489,0,0,0,0,1,0,0,0
490,0,0,0,0,1,1,1,1
491,0,0,0,0,1,0,0,1
492,0,0,0,0,1,1,0,1
493,0,0,0,0,0,1,0,0
494,0,0,0,0,0,1,0,0
495,0,0,0,0,0,0,0,1
496,0,0,0,0,1,0,0,1
497,0,0,0,0,0,0,0,0
498,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,1
501,0,0,0,0,0,0,0,0
502,0,0,0,1,0,0,0,0
503,0,0,0,1,0,0,0,1
504,0,0,0,0,1,1,0,0
505,0,0,0,1,1,0,0,1
506,0,0,0,0,1,1,0,1
507,0,0,0,0,0,0,0,0
508,0,0,0,0,1,0,0,0
509,0,0,0,0,0,0,0,0
510,0,0,0,0,1,1,1,1
511,0,0,0,0,0,0,0,0
512,0,0,0,0,0,0,0,0
513,0,0,0,0,1,1,0,1
514,0,0,0,0,1,0,1,0
515,0,0,0,0,1,1,0,1
516,0,0,0,1,1,1,0,1
517,0,0,0,0,0,0,0,0
518,0,0,0,1,0,0,0,1
519,0,0,0,0,0,0,0,0
520,0,0,0,0,0,0,0,1
521,0,0,0,0,0,0,0,0
522,0,0,0,0,1,1,0,0
523,0,0,0,0,0,0,0,0
524,0,0,0,0,1,1,0,1
525,0,0,0,0,1,0,0,1
526,0,0,0,0,0,0,0,0
527,0,0,0,0,0,0,0,0
528,0,0,0,0,0,0,0,0
529,0,0,0,0,0,0,0,1
530,0,0,0,0,1,1,0,1
531,0,0,0,0,0,0,0,0
532,0,0,0,0,0,0,1,1
533,0,0,0,0,0,1,0,1
534,0,0,0,0,1,0,0,1
535,0,0,0,0,0,0,1,0
536,0,0,0,0,0,1,0,0
537,0,0,0,0,0,0,0,0
538,0,0,0,0,0,1,1,1
539,0,0,0,0,1,0,1,0
540,0,0,0,0,1,0,0,1
541,0,0,0,0,1,1,0,1
542,0,0,0,0,1,0,0,0
543,0,0,0,0,1,0,0,0
544,0,0,0,0,0,0,0,1
545,0,0,0,0,0,0,0,0
546,0,0,0,0,0,1,0,1
547,0,0,0,0,1,1,0,1
548,0,0,0,0,0,0,0,1
549,0,0,0,0,1,0,0,0
550,0,0,0,1,0,0,1,1
551,0,0,0,0,1,1,0,1
552,0,0,0,0,1,1,0,1
553,0,0,0,0,1,0,0,0
554,0,0,0,0,0,0,0,0
555,0,0,0,0,0,0,0,0
556,0,0,0,0,0,0,0,1
557,0,0,0,0,1,1,0,1
558,0,0,0,1,0,1,0,1
559,0,0,0,0,0,1,0,1
560,0,0,0,0,1,0,0,0
561,0,0,0,1,0,0,0,1
562,0,0,0,0,0,0,0,0
563,0,0,0,0,0,1,0,1
564,0,0,0,1,0,0,0,1
565,0,0,0,0,1,1,0,1
566,0,0,0,0,1,0,0,1
567,0,0,0,0,1,1,0,1
568,0,0,0,1,1,1,0,1
569,0,0,0,0,0,0,0,0
570,0,0,0,0,0,0,0,0
571,0,0,0,0,1,0,0,0
572,0,0,0,0,0,0,0,1
573,0,0,0,1,0,0,0,1
574,0,0,0,0,1,0,0,0
575,0,0,0,0,0,0,1,0
576,0,0,0,0,1,1,0,1
577,0,0,0,0,1,1,1,1
578,0,0,0,0,1,0,1,1
579,0,1,0,0,1,1,0,1
580,0,0,0,1,1,0,0,1
581,0,0,0,0,1,0,1,0
582,0,0,0,0,1,0,0,0
583,0,0,0,0,1,0,0,1
584,0,0,0,0,1,0,0,0
585,0,0,0,0,1,1,1,0
586,0,0,0,0,1,0,0,1
587,0,0,0,0,0,0,0,0
588,0,0,0,0,0,0,0,0
589,0,0,0,1,1,0,0,1
590,0,0,0,0,1,1,0,1
591,0,0,0,0,0,1,0,0
592,0,0,0,0,0,1,0,1
593,0,0,0,0,1,0,0,0
594,0,0,0,0,1,1,0,1
595,0,0,0,0,1,1,0,1
596,0,0,0,0,0,1,0,0
597,0,0,0,0,1,0,0,0
598,0,0,0,0,1,0,0,1
599,0,0,0,0,0,0,0,0
600,0,0,0,0,1,0,0,0
601,0,0,0,1,1,1,0,1
602,0,0,0,0,1,0,0,0
603,0,0,0,0,1,1,0,1
604,0,0,0,0,1,1,0,1
605,0,0,0,0,0,0,0,0
606,0,0,0,0,0,0,0,1
607,0,0,0,1,1,1,0,1
608,0,0,0,0,1,1,0,0
609,0,0,0,0,1,0,0,0
610,0,0,0,0,1,1,0,1
611,0,0,0,0,1,0,0,1
612,0,0,0,0,0,0,0,1
613,0,0,0,0,0,0,0,0
614,0,0,0,0,0,0,0,0
615,0,0,0,0,1,0,1,1
616,0,0,0,0,1,1,0,1
617,0,0,0,0,1,0,0,1
618,0,0,0,0,0,0,0,0
619,0,0,0,1,0,1,0,1
620,0,0,0,0,1,0,0,0
621,0,0,0,0,0,0,0,1
622,0,0,0,0,1,0,0,1
623,0,0,0,0,1,1,0,1
624,0,0,0,0,1,0,0,1
625,0,0,0,1,1,1,0,1
626,0,0,0,0,1,0,1,1
627,0,0,0,0,0,0,0,0
628,0,0,0,0,1,0,0,0
629,0,0,0,0,1,1,0,0
630,0,0,0,0,0,0,0,0
631,0,0,0,0,1,0,0,1
632,0,0,0,0,0,0,0,0
633,0,0,0,0,0,1,0,1
634,0,0,0,1,1,1,0,1
635,0,0,0,0,1,0,0,1
636,0,0,0,0,0,1,0,0
637,0,0,0,0,1,0,0,1
638,0,0,0,0,0,0,0,0
639,0,0,0,0,1,1,0,1
640,0,0,0,0,1,0,0,0
641,0,0,0,0,1,1,0,0
642,0,0,0,0,0,0,0,1
643,0,0,0,0,1,1,0,1
644,0,0,0,0,1,1,0,1
645,0,0,0,0,0,0,0,1
646,0,0,0,0,0,0,0,0
647,0,0,0,0,1,1,0,1
648,0,0,0,1,1,0,0,0
649,0,0,0,0,0,0,0,0
650,0,0,0,0,1,0,0,0
651,0,0,0,0,1,1,0,0
652,0,0,0,0,0,1,1,0
653,0,0,0,1,1,1,0,1
654,0,0,0,0,0,0,0,0
655,0,0,0,1,1,1,0,1
656,0,0,0,0,1,0,0,0
657,0,0,0,0,1,0,0,0
658,0,0,0,0,0,1,0,1
659,0,0,0,1,1,1,0,1
660,0,0,0,0,1,0,0,0
661,0,0,0,0,0,0,0,0
662,0,0,0,0,1,0,0,0
663,0,0,0,0,1,1,0,1
664,0,0,1,0,1,1,0,1
665,0,0,0,0,0,0,0,0
666,0,0,0,1,1,1,0,1
667,0,0,0,0,1,0,0,0
668,0,0,0,0,0,1,0,0
669,0,0,0,0,1,1,0,1
670,0,0,0,0,1,1,0,1
671,0,0,0,0,0,0,0,0
672,0,0,0,0,1,1,0,1
673,0,0,0,0,1,0,0,0
674,0,0,0,0,0,0,0,0
675,0,0,0,0,1,1,0,1
676,0,0,0,0,0,0,0,1
677,0,0,0,0,1,1,1,0
678,0,0,0,1,0,1,0,1
679,0,0,0,1,0,0,0,1
680,0,0,0,0,1,0,0,1
681,0,0,0,0,0,0,0,0
682,0,0,0,0,0,0,0,0
683,0,0,0,0,0,0,0,0
684,0,0,0,0,0,0,0,1
685,0,0,0,0,0,0,1,0
686,0,0,0,0,0,0,0,0
687,0,0,0,0,1,0,1,1
688,0,0,0,0,1,0,0,0
689,0,0,0,0,1,1,0,1
690,0,0,0,0,1,0,0,0
691,0,0,0,1,1,1,0,1
692,0,0,0,0,1,1,1,1
693,0,0,0,0,1,0,0,0
694,0,0,0,0,1,0,0,1
695,0,0,0,0,1,1,0,1
696,0,0,0,0,0,0,0,0
697,0,0,0,0,1,0,0,1
698,0,0,0,0,1,1,0,1
699,0,0,0,0,0,0,0,1
700,0,0,0,0,0,1,1,0
701,0,0,0,0,1,0,0,0
702,0,0,0,0,0,0,0,1
703,0,0,0,0,0,1,0,1
704,0,0,0,0,1,0,0,0
705,0,0,0,0,0,0,0,1
706,0,0,0,0,1,0,0,0
707,0,0,0,0,1,0,0,0
708,0,0,0,0,1,1,1,1
709,0,0,0,0,0,0,0,0
710,0,0,0,0,1,0,0,1
711,0,0,0,0,1,1,1,0
712,0,0,0,0,0,0,0,1
713,0,0,0,0,1,0,0,0
714,0,0,0,0,1,0,0,1
715,0,0,0,0,0,0,0,0
716,0,0,0,0,0,0,0,1
717,0,0,0,0,1,1,0,1
718,0,0,0,0,0,0,0,0
719,0,0,0,0,0,0,0,1
720,0,0,0,0,1,0,0,0
721,0,0,0,0,0,0,0,1
722,0,0,0,0,0,0,0,0
723,0,0,0,0,0,1,0,1
724,0,0,0,1,0,0,0,1
725,0,0,0,1,0,0,0,1
726,0,0,0,1,1,0,0,1
727,0,0,0,0,0,1,0,1
728,0,0,0,0,1,0,0,0
729,0,0,0,1,1,1,0,0
730,0,0,0,1,1,1,0,1
731,0,0,0,0,0,0,0,1
732,0,0,0,0,0,0,0,0
733,0,0,0,0,1,0,0,1
734,0,0,0,0,0,0,0,0
735,0,0,0,0,1,0,0,1
736,0,0,0,0,0,0,0,1
737,0,0,0,0,1,1,0,1
738,0,0,0,0,1,0,0,0
739,0,0,0,0,1,0,0,0
740,0,0,0,0,0,0,0,0
741,0,0,0,0,1,0,0,0
742,0,0,0,0,0,0,0,0
743,0,0,0,0,1,0,0,1
744,0,0,0,1,1,1,0,1
745,0,0,0,1,0,0,0,1
746,0,0,0,0,0,1,0,1
747,0,0,0,0,0,1,0,1
748,0,0,0,0,1,0,0,0
749,0,0,0,0,0,1,0,1
750,0,0,0,0,1,0,0,0
751,0,0,0,1,1,0,0,1
752,0,0,0,0,0,0,0,1
753,0,0,0,0,1,1,1,1
754,0,0,0,0,0,0,0,1
755,0,0,0,0,0,0,0,0
756,0,0,0,0,0,1,0,0
757,0,0,0,0,1,1,0,1
758,0,0,0,0,0,0,0,1
759,0,0,0,0,1,0,1,1
760,0,0,0,0,1,1,0,1
761,0,0,0,0,0,1,0,1
762,0,0,0,0,1,1,0,1
763,0,0,0,1,1,0,0,1
764,0,0,0,0,0,1,0,1
765,0,0,0,0,0,0,0,0
766,0,0,0,0,0,0,0,0
767,0,0,0,0,0,1,0,1
768,0,0,0,0,1,0,0,1
769,0,0,0,0,0,0,0,0
770,0,0,0,0,0,0,0,0
